,predicted_rating
20337,6.255698
20338,5.3750362
20339,4.6361165
20340,6.248179
20341,8.60436
20342,7.0913267
20343,6.4214473
20344,5.552516
20345,5.979114
20346,5.9745297
20347,5.7771206
20348,6.7444973
20349,5.1779313
20350,5.7018404
20351,4.590782
20352,6.415648
20353,4.5971084
20354,6.8106723
20355,5.396018
20356,5.9769473
20357,7.215849
20358,4.8024936
20359,6.9875817
20360,5.4936743
20361,6.2213736
20362,8.946899
20363,7.1996145
20364,6.181521
20365,6.355126
20366,5.9199843
20367,5.2885838
20368,6.5523863
20369,5.1534166
20370,5.606673
20371,7.021698
20372,4.4111757
20373,6.7671137
20374,6.3833604
20375,6.0052543
20376,5.962069
20377,5.7251997
20378,5.82916
20379,3.8676941
20380,6.5017824
20381,6.494099
20382,6.0250087
20383,5.232723
20384,4.667977
20385,6.1786666
20386,6.1453767
20387,6.6176944
20388,4.889813
20389,4.950248
20390,6.2836814
20391,6.738126
20392,6.521306
20393,6.0103765
20394,7.0037513
20395,5.9648967
20396,5.5522866
20397,4.080479
20398,8.013824
20399,5.9637766
20400,7.437718
20401,5.146278
20402,4.0695286
20403,6.39273
20404,6.433649
20405,6.5828967
20406,5.3606334
20407,6.1355233
20408,5.8730187
20409,5.384395
20410,5.940252
20411,5.267786
20412,6.3789706
20413,6.0615
20414,5.848345
20415,6.0610404
20416,4.7889667
20417,6.2600236
20418,4.9333572
20419,6.4966044
20420,6.1000786
20421,6.0193453
20422,5.7996197
20423,5.962578
20424,6.4793973
20425,4.7215676
20426,5.26571
20427,5.9583135
20428,6.079623
20429,5.779532
20430,5.9348626
20431,6.5866365
20432,6.1034327
20433,6.6423616
20434,5.4688387
20435,5.9382315
20436,6.2320495
20437,5.6438603
20438,6.3786917
20439,6.935006
20440,5.725702
20441,6.775139
20442,4.654812
20443,6.7670355
20444,6.179905
20445,4.593955
20446,5.99725
20447,5.7330475
20448,6.2960176
20449,5.987967
20450,6.4250603
20451,6.727378
20452,5.122432
20453,4.696523
20454,4.2129774
20455,5.2805033
20456,6.031944
20457,5.9915276
20458,5.994611
20459,6.4870667
20460,6.7391605
20461,5.5457506
20462,6.876921
20463,6.096758
20464,5.7668977
20465,5.7854104
20466,4.1600013
20467,7.131682
20468,5.617903
20469,5.7922916
20470,5.492673
20471,6.1032968
20472,5.233034
20473,6.2920957
20474,5.9794855
20475,6.8447666
20476,6.8871055
20477,4.8349543
20478,5.945573
20479,7.6198397
20480,4.6061606
20481,6.137685
20482,6.1969137
20483,6.216712
20484,5.687328
20485,4.2080884
20486,5.6624985
20487,5.5691633
20488,4.9690948
20489,5.6171613
20490,5.6768837
20491,5.85998
20492,7.2699804
20493,5.1418605
20494,6.455718
20495,6.26203
20496,5.5741863
20497,6.4282804
20498,5.158717
20499,4.957393
20500,6.81139
20501,5.649764
20502,7.0817084
20503,6.050763
20504,6.2276444
20505,6.2840652
20506,6.0815015
20507,6.6969876
20508,6.282174
20509,5.729796
20510,5.4217954
20511,6.1151447
20512,6.774122
20513,4.839758
20514,6.52581
20515,5.6995406
20516,6.8481164
20517,6.177777
20518,6.1083336
20519,5.244582
20520,6.28567
20521,6.597873
20522,6.4049497
20523,6.12783
20524,4.2782545
20525,5.8113117
20526,7.7494802
20527,6.442337
20528,6.2628627
20529,5.9066167
20530,6.129715
20531,5.3632064
20532,7.787857
20533,5.596727
20534,6.4186854
20535,6.330806
20536,5.2971683
20537,7.6500664
20538,4.9917774
20539,6.6588306
20540,7.434218
20541,5.713695
20542,6.405425
20543,4.955341
20544,5.5042777
20545,5.686815
20546,6.604517
20547,5.7983246
20548,6.847499
20549,6.1243005
20550,5.8213806
20551,4.907474
20552,4.7324877
20553,5.99079
20554,6.2219257
20555,5.565373
20556,6.6512923
20557,5.2913685
20558,5.119616
20559,6.3274007
20560,6.225679
20561,5.8563476
20562,7.806768
20563,5.813298
20564,6.067681
20565,5.093932
20566,4.576029
20567,5.5693207
20568,5.902619
20569,5.5445147
20570,6.017292
20571,6.433823
20572,6.2761297
20573,8.204468
20574,5.557145
20575,6.1636395
20576,6.144042
20577,5.19434
20578,5.1435447
20579,6.8537564
20580,4.570233
20581,5.3573413
20582,5.8079424
20583,5.813313
20584,6.2580323
20585,6.82983
20586,6.500681
20587,6.293368
20588,6.8338623
20589,5.8837047
20590,5.065229
20591,6.906528
20592,6.685648
20593,3.76728
20594,4.896479
20595,6.314513
20596,5.295213
20597,6.53749
20598,6.6956654
20599,6.1989264
20600,6.9246836
20601,6.480241
20602,6.132672
20603,6.217297
20604,6.2017593
20605,5.9249716
20606,6.0084467
20607,6.8222504
20608,3.9274962
20609,5.8676376
20610,6.5848846
20611,5.9770193
20612,6.631726
20613,5.390252
20614,5.9933524
20615,6.6403804
20616,5.7230396
20617,5.82552
20618,5.093221
20619,6.3404827
20620,5.20453
20621,6.1869593
20622,6.743347
20623,6.104462
20624,6.318433
20625,6.1169014
20626,6.677066
20627,6.6638575
20628,6.758919
20629,6.0840487
20630,6.246691
20631,5.8384876
20632,6.276385
20633,6.578036
20634,6.4295526
20635,3.9471252
20636,6.029987
20637,6.6666594
20638,5.9680734
20639,7.2525764
20640,6.564559
20641,4.9685707
20642,6.1238556
20643,6.521776
20644,5.7145104
20645,6.6399555
20646,6.277595
20647,5.8794703
20648,6.1904807
20649,6.593474
20650,6.9694223
20651,6.498912
20652,6.520533
20653,6.3188686
20654,7.158456
20655,5.82861
20656,6.5815687
20657,5.328263
20658,5.9780254
20659,7.2280664
20660,6.128398
20661,6.5486217
20662,4.5753756
20663,5.2584195
20664,5.2492423
20665,5.8271365
20666,5.7501564
20667,6.1696887
20668,5.1288824
20669,7.1947064
20670,6.137784
20671,6.443716
20672,4.616545
20673,5.751129
20674,6.4128695
20675,6.4631786
20676,5.8241687
20677,6.2451634
20678,5.496163
20679,5.351072
20680,6.0957627
20681,4.640727
20682,5.972974
20683,5.776652
20684,5.8953605
20685,5.521935
20686,5.758817
20687,6.4915442
20688,6.334316
20689,4.347661
20690,5.7308674
20691,6.4873757
20692,5.510612
20693,5.4588118
20694,5.162657
20695,7.3067403
20696,5.974649
20697,5.4291215
20698,5.8034782
20699,5.6140847
20700,7.047702
20701,6.1563735
20702,5.5131583
20703,6.1888733
20704,6.2570777
20705,5.7247515
20706,5.704383
20707,5.917896
20708,5.796126
20709,5.2360964
20710,6.2855606
20711,6.5504103
20712,5.419842
20713,4.8079667
20714,6.201071
20715,5.4674597
20716,5.659456
20717,6.6108894
20718,5.4160852
20719,4.3272
20720,4.4363046
20721,5.894201
20722,5.080725
20723,5.2728267
20724,6.108165
20725,6.1185155
20726,5.385358
20727,6.434331
20728,5.867191
20729,6.574261
20730,6.6782603
20731,5.7880883
20732,6.50772
20733,4.795029
20734,6.4888973
20735,5.6100764
20736,5.4646325
20737,8.321295
20738,5.8783407
20739,6.11256
20740,6.0237393
20741,6.2665153
20742,5.1384945
20743,6.307883
20744,6.921839
20745,4.984848
20746,6.7007003
20747,6.414509
20748,6.7194986
20749,5.9789634
20750,6.5282903
20751,6.457704
20752,5.864868
20753,4.921207
20754,5.737841
20755,6.3156824
20756,5.427671
20757,6.681434
20758,7.2624097
20759,6.515914
20760,6.414723
20761,5.969257
20762,3.9783545
20763,6.482254
20764,6.0853815
20765,5.9854164
20766,5.1798897
20767,5.8221197
20768,6.7365665
20769,6.091537
20770,7.0536456
20771,6.7849207
20772,5.4774485
20773,4.461658
20774,6.7760377
20775,5.5689797
20776,5.114399
20777,5.810079
20778,5.7459598
20779,6.4662714
20780,6.306858
20781,6.229137
20782,5.3353343
20783,6.0452733
20784,6.613165
20785,6.4547095
20786,5.9639015
20787,6.478101
20788,6.2521987
20789,5.141191
20790,6.528762
20791,6.335686
20792,4.6478395
20793,5.057095
20794,4.3287344
20795,6.1019244
20796,5.3331437
20797,4.7528014
20798,4.3743525
20799,5.364728
20800,6.2785306
20801,3.9580693
20802,6.1529603
20803,4.9782543
20804,5.913256
20805,5.3289943
20806,4.1981206
20807,4.7352204
20808,5.915607
20809,5.1861486
20810,6.7074203
20811,6.3620725
20812,6.5883923
20813,6.3231664
20814,5.231877
20815,5.813573
20816,4.8356347
20817,6.773691
20818,6.7654586
20819,6.020622
20820,5.6364703
20821,6.528964
20822,5.488428
20823,5.9534984
20824,5.6461782
20825,5.738516
20826,6.2276797
20827,5.9471416
20828,3.9255407
20829,6.1119246
20830,4.81804
20831,4.868773
20832,5.988195
20833,5.36614
20834,6.101029
20835,5.7123475
20836,5.628806
20837,4.2980986
20838,6.2886405
20839,6.2837524
20840,6.7264676
20841,6.017908
20842,5.7357707
20843,4.9599895
20844,6.405263
20845,5.404592
20846,5.575122
20847,6.739104
20848,6.9341173
20849,5.5583124
20850,6.1842055
20851,4.847963
20852,6.91783
20853,6.179767
20854,6.58372
20855,7.4137626
20856,4.4664454
20857,6.3925934
20858,4.090879
20859,6.7472343
20860,7.3293495
20861,6.6165137
20862,5.6976957
20863,5.6711893
20864,5.7284484
20865,5.871223
20866,6.6177564
20867,5.2566977
20868,6.130404
20869,6.013565
20870,5.7538815
20871,6.3303285
20872,6.170447
20873,6.6053686
20874,7.2976546
20875,6.480227
20876,5.8663797
20877,5.808119
20878,5.1744823
20879,5.3615975
20880,5.18936
20881,6.387576
20882,5.4094663
20883,4.737949
20884,4.9153066
20885,4.977299
20886,5.7927094
20887,5.939275
20888,6.421775
20889,6.393285
20890,4.1873484
20891,4.750462
20892,6.9979596
20893,5.601321
20894,6.5635724
20895,5.602942
20896,5.77489
20897,6.4423814
20898,6.1920085
20899,6.0928407
20900,6.4071155
20901,4.824677
20902,6.482913
20903,4.406702
20904,5.6105423
20905,6.6906276
20906,5.672526
20907,6.5978866
20908,6.452566
20909,6.3989763
20910,7.9507856
20911,6.9883404
20912,6.0947804
20913,8.052462
20914,6.6294923
20915,6.9259543
20916,6.03749
20917,5.306233
20918,5.613796
20919,6.55648
20920,4.873337
20921,5.8862143
20922,6.5726156
20923,7.477292
20924,5.4832373
20925,5.636597
20926,6.242468
20927,5.922204
20928,4.6250424
20929,5.571867
20930,3.6969776
20931,7.4751635
20932,5.5198755
20933,5.771678
20934,6.049288
20935,7.2039256
20936,4.565293
20937,5.889682
20938,6.0663714
20939,3.4723794
20940,4.900323
20941,5.764213
20942,4.569187
20943,5.081468
20944,6.601294
20945,5.771942
20946,6.038327
20947,5.746089
20948,6.4000096
20949,6.810635
20950,5.855021
20951,5.7980447
20952,6.955697
20953,5.7161093
20954,7.1202726
20955,6.7818375
20956,4.649234
20957,6.5145893
20958,6.584059
20959,5.8783417
20960,6.744456
20961,4.8613906
20962,6.216799
20963,6.7112417
20964,6.618869
20965,6.425018
20966,6.654558
20967,6.1184998
20968,6.4415483
20969,6.132112
20970,5.388683
20971,5.932771
20972,6.5106554
20973,5.8191266
20974,5.702468
20975,6.668944
20976,5.7909226
20977,7.0666723
20978,6.26874
20979,6.066214
20980,4.9188485
20981,6.1257825
20982,6.4361014
20983,6.006149
20984,5.1794615
20985,6.800178
20986,6.0881686
20987,5.997837
20988,6.5288095
20989,5.490027
20990,5.63147
20991,5.9530206
20992,7.0308495
20993,4.0563636
20994,5.3292227
20995,5.2461624
20996,6.7458835
20997,5.319484
20998,6.0801635
20999,6.157744
21000,6.3868103
21001,7.077687
21002,5.088004
21003,5.7916493
21004,6.539822
21005,6.1425796
21006,4.6332173
21007,6.351894
21008,5.586109
21009,5.93507
21010,6.4274244
21011,4.826335
21012,6.748748
21013,4.402205
21014,6.6613593
21015,5.980058
21016,6.781917
21017,5.9418902
21018,6.3596125
21019,7.1742864
21020,5.699315
21021,5.7240443
21022,5.8496733
21023,6.72622
21024,5.417207
21025,5.9560466
21026,5.6471577
21027,6.700575
21028,5.0242352
21029,6.32813
21030,6.17103
21031,5.6999903
21032,6.7233596
21033,6.1701684
21034,5.2555065
21035,4.0394487
21036,7.4841876
21037,6.136335
21038,6.2554407
21039,6.4824166
21040,6.271859
21041,5.9066796
21042,6.992487
21043,4.954505
21044,7.3593802
21045,5.9863386
21046,6.328762
21047,7.0184526
21048,6.3342395
21049,6.545196
21050,6.121539
21051,6.394014
21052,6.856843
21053,7.3998795
21054,6.6298804
21055,5.981383
21056,6.0649576
21057,5.9416513
21058,5.8748527
21059,6.2501364
21060,5.844003
21061,3.5931132
21062,5.024391
21063,6.2492423
21064,7.0632668
21065,6.0794415
21066,6.1171727
21067,6.207674
21068,5.8298545
21069,6.2030697
21070,6.01338
21071,5.395104
21072,5.639661
21073,4.0716352
21074,6.1896462
21075,6.3748016
21076,4.0148487
21077,5.228261
21078,6.1728864
21079,4.0913334
21080,5.9161077
21081,5.82617
21082,7.3477216
21083,5.981334
21084,6.377854
21085,6.967001
21086,6.3338103
21087,5.878078
21088,5.610169
21089,6.938895
21090,5.1422744
21091,6.0573726
21092,3.832516
21093,5.791002
21094,6.127855
21095,5.0326433
21096,5.145288
21097,5.42297
21098,6.200715
21099,6.320544
21100,6.05934
21101,6.377748
21102,7.053894
21103,6.0697083
21104,5.069714
21105,6.538782
21106,6.240516
21107,6.964888
21108,6.3985033
21109,6.3551416
21110,6.345729
21111,6.022458
21112,5.564689
21113,6.8199515
21114,6.188721
21115,6.018629
21116,6.569787
21117,5.9369025
21118,6.878154
21119,5.935114
21120,6.53419
21121,5.9164476
21122,6.8753514
21123,6.1435275
21124,5.2197547
21125,4.9428215
21126,6.2377887
21127,6.386202
21128,6.0932584
21129,5.391311
21130,6.2120376
21131,7.16476
21132,5.6399827
21133,4.864978
21134,6.4478703
21135,5.881795
21136,5.3661275
21137,6.0195017
21138,6.6691365
21139,6.12066
21140,5.931495
21141,6.0372024
21142,6.624355
21143,6.79122
21144,6.5047193
21145,5.6530495
21146,7.0867853
21147,6.029607
21148,5.6042113
21149,6.3377247
21150,5.685888
21151,6.378418
21152,7.0121355
21153,5.4342837
21154,5.935585
21155,6.5263433
21156,5.318404
21157,6.543211
21158,5.8606443
21159,5.9182796
21160,4.4385653
21161,3.9083023
21162,7.452451
21163,6.448514
21164,6.8553615
21165,5.3357096
21166,6.222509
21167,6.6701937
21168,5.214868
21169,5.8375998
21170,7.346088
21171,4.9754467
21172,6.749495
21173,6.135745
21174,5.5998135
21175,6.185034
21176,4.49759
21177,4.352126
21178,4.928757
21179,7.67509
21180,7.383305
21181,6.6100483
21182,6.7218547
21183,5.2422132
21184,6.043431
21185,6.146851
21186,5.068644
21187,6.189718
21188,6.7356277
21189,6.1030536
21190,6.1390553
21191,6.4091587
21192,6.726064
21193,6.457736
21194,5.093817
21195,4.2953367
21196,6.1725383
21197,6.3574963
21198,6.5408597
21199,5.554059
21200,6.2344313
21201,4.42795
21202,6.228481
21203,5.012393
21204,4.3447638
21205,6.0336337
21206,6.2840304
21207,5.8436093
21208,6.129108
21209,5.8434396
21210,6.1716604
21211,6.026838
21212,5.5548296
21213,5.0741725
21214,6.6057
21215,5.476418
21216,6.459238
21217,6.3966565
21218,6.502625
21219,4.982803
21220,5.423908
21221,4.811597
21222,5.259721
21223,6.2995806
21224,6.823145
21225,6.181497
21226,6.423405
21227,6.947289
21228,6.8546357
21229,5.812721
21230,6.551804
21231,5.638637
21232,5.306812
21233,6.3879366
21234,6.7428846
21235,5.5990376
21236,5.8993025
21237,6.431386
21238,6.9203334
21239,6.7242713
21240,6.6644664
21241,5.1511126
21242,6.305128
21243,6.058316
21244,7.1895804
21245,6.855759
21246,5.700268
21247,6.34754
21248,5.544801
21249,5.576928
21250,5.786617
21251,4.4565306
21252,6.864698
21253,4.8910246
21254,6.567429
21255,7.1931653
21256,6.0330396
21257,6.452472
21258,6.0245295
21259,5.7041936
21260,6.9732685
21261,6.699155
21262,6.1019526
21263,4.740058
21264,5.940691
21265,6.5078254
21266,6.5549498
21267,3.7710037
21268,5.509559
21269,5.773627
21270,6.5329676
21271,6.343016
21272,6.2397375
21273,5.7835507
21274,6.3256216
21275,5.5233426
21276,4.750232
21277,5.692369
21278,7.005812
21279,4.909175
21280,6.3509717
21281,5.806835
21282,5.6022415
21283,6.032007
21284,6.6826086
21285,7.048254
21286,6.2599807
21287,5.0587106
21288,6.805518
21289,5.8066235
21290,6.7277455
21291,6.6726027
21292,7.1889577
21293,6.310487
21294,6.364279
21295,6.113772
21296,6.2364063
21297,5.8413515
21298,6.869673
21299,4.677824
21300,3.7332509
21301,4.8612056
21302,4.8623414
21303,5.26579
21304,5.6887164
21305,6.5918818
21306,5.6316304
21307,6.7863326
21308,6.583494
21309,5.254574
21310,8.060022
21311,6.132358
21312,5.2659507
21313,4.125946
21314,6.2303843
21315,6.6020584
21316,6.0825744
21317,5.65556
21318,6.242648
21319,5.658803
21320,5.7797875
21321,5.6096096
21322,5.1563573
21323,5.7221723
21324,6.069183
21325,4.726622
21326,6.054402
21327,5.9628673
21328,7.692244
21329,5.4603086
21330,6.291475
21331,4.8602376
21332,5.9730163
21333,5.498011
21334,5.588649
21335,6.42433
21336,4.989278
21337,5.283562
21338,5.089419
21339,7.2808547
21340,5.2219133
21341,5.617631
21342,6.7627144
21343,4.5547147
21344,5.048042
21345,5.6598244
21346,6.9285192
21347,6.892939
21348,6.4285293
21349,6.2234216
21350,6.544762
21351,5.274582
21352,4.885953
21353,5.8140903
21354,5.795106
21355,6.2697463
21356,5.806668
21357,4.928903
21358,6.237491
21359,4.459139
21360,5.7011957
21361,6.4834814
21362,6.087943
21363,6.810665
21364,4.7939506
21365,6.0078244
21366,5.793124
21367,5.4223957
21368,4.7856936
21369,5.73143
21370,6.249772
21371,6.1638975
21372,6.978334
21373,4.2388315
21374,5.730367
21375,5.710203
21376,6.24222
21377,6.3447413
21378,6.071804
21379,6.3102255
21380,6.5103106
21381,5.802683
21382,6.5489383
21383,5.4193063
21384,6.6944
21385,5.3969355
21386,4.703294
21387,4.5758386
21388,5.0892773
21389,6.0494204
21390,5.696485
21391,3.9086297
21392,6.7574463
21393,5.8277054
21394,5.744463
21395,7.676946
21396,7.355152
21397,5.775857
21398,5.4801445
21399,5.0772705
21400,5.7358646
21401,4.3040905
21402,6.7031074
21403,6.588263
21404,6.5109043
21405,5.7464795
21406,6.1052947
21407,4.990263
21408,6.09497
21409,5.853931
21410,5.5456667
21411,4.847099
21412,4.8121066
21413,6.837873
21414,6.786687
21415,5.640841
21416,6.5067086
21417,6.106044
21418,5.2405276
21419,6.247649
21420,6.4804087
21421,5.949644
21422,5.3432236
21423,4.977242
21424,5.8064446
21425,6.602291
21426,5.995565
21427,5.878716
21428,5.540331
21429,6.115998
21430,4.785175
21431,6.3155394
21432,5.9730744
21433,4.631671
21434,5.93893
21435,5.514837
21436,6.7489066
21437,6.121507
21438,6.3008766
21439,4.8928065
21440,5.6508064
21441,6.4133415
21442,4.8342166
21443,5.7611146
21444,6.091034
21445,4.4617443
21446,5.597763
21447,5.5050535
21448,5.7150135
21449,5.6892314
21450,6.2935553
21451,6.976847
21452,7.683133
21453,6.8912168
21454,5.505796
21455,6.522846
21456,5.7645373
21457,6.496097
21458,6.257475
21459,5.944215
21460,6.1960015
21461,5.811436
21462,6.4015794
21463,6.6587415
21464,5.53386
21465,5.873407
21466,6.3563795
21467,3.3084943
21468,5.8499455
21469,6.1303587
21470,5.9740186
21471,6.952113
21472,6.334477
21473,5.473914
21474,6.3363714
21475,5.564252
21476,4.8272195
21477,6.17985
21478,5.699659
21479,4.136776
21480,6.496926
21481,5.9678
21482,5.8720746
21483,5.0013013
21484,6.1709185
21485,5.98213
21486,6.5341506
21487,4.839349
21488,4.7719316
21489,5.4224563
21490,5.71903
21491,3.8640394
21492,6.866202
21493,5.172038
21494,5.9152384
21495,5.7262316
21496,5.415671
21497,4.515159
21498,6.6982846
21499,5.107604
21500,5.9388733
21501,6.301796
21502,4.663489
21503,4.963427
21504,5.8758307
21505,5.8883114
21506,5.351068
21507,5.768422
21508,6.3470564
21509,5.1160364
21510,7.4700522
21511,5.6804094
21512,7.132441
21513,6.771079
21514,6.406039
21515,6.4654965
21516,6.2788534
21517,4.0762186
21518,6.013755
21519,4.4865837
21520,5.052118
21521,5.9728847
21522,4.574637
21523,5.9330907
21524,5.812891
21525,6.44832
21526,6.5035467
21527,6.316129
21528,5.967644
21529,6.3798304
21530,6.7289996
21531,5.94346
21532,5.7814612
21533,4.923976
21534,6.2607055
21535,5.52963
21536,7.453503
21537,5.828677
21538,6.5638356
21539,4.9503427
21540,7.12609
21541,5.9929647
21542,4.695847
21543,7.4443464
21544,5.3854628
21545,4.6316605
21546,3.7692668
21547,6.028806
21548,6.1980443
21549,5.682763
21550,5.9442935
21551,6.6302757
21552,6.3118362
21553,7.3683496
21554,5.5560384
21555,5.7492056
21556,7.3926287
21557,5.93617
21558,6.2474513
21559,4.952466
21560,6.086873
21561,6.4048014
21562,5.708231
21563,6.0535603
21564,7.1056967
21565,6.3237486
21566,6.0020447
21567,6.1846337
21568,8.308905
21569,6.510826
21570,7.384494
21571,5.8385215
21572,5.530716
21573,4.9502225
21574,4.7591953
21575,5.960065
21576,6.1252227
21577,6.0847096
21578,6.426521
21579,6.4627223
21580,6.5248365
21581,6.47885
21582,5.5326796
21583,3.6687217
21584,5.8565826
21585,5.9740496
21586,6.405924
21587,6.753435
21588,5.8522635
21589,5.916265
21590,6.1523232
21591,5.713173
21592,6.5392075
21593,5.1800084
21594,5.5250635
21595,5.5970416
21596,5.5573606
21597,5.123176
21598,5.9171343
21599,5.3569894
21600,5.8631234
21601,5.640422
21602,6.7515
21603,6.3149743
21604,5.404686
21605,6.9368606
21606,6.6096435
21607,6.286938
21608,6.5967627
21609,5.420534
21610,6.2056103
21611,5.8553524
21612,5.938991
21613,4.969763
21614,6.103068
21615,6.384464
21616,5.4653015
21617,7.370872
21618,5.8001733
21619,6.3214207
21620,6.0030136
21621,6.514369
21622,5.628996
21623,5.5006084
21624,6.0856137
21625,5.977784
21626,6.2906303
21627,5.8107114
21628,5.329476
21629,6.455407
21630,5.8447433
21631,6.1198683
21632,5.2050104
21633,5.8642206
21634,5.699782
21635,6.747703
21636,6.3112845
21637,6.2476597
21638,6.196755
21639,7.771392
21640,6.7284727
21641,6.3481793
21642,6.6376286
21643,6.374968
21644,6.224392
21645,5.9645505
21646,5.783962
21647,5.9521756
21648,6.503147
21649,5.551618
21650,6.8831363
21651,6.7543364
21652,5.702783
21653,6.197125
21654,6.541712
21655,4.9297132
21656,6.6569195
21657,6.251513
21658,5.911297
21659,5.8407836
21660,6.7727094
21661,6.01374
21662,6.8163586
21663,6.869757
21664,6.8178554
21665,6.3272686
21666,5.2904725
21667,5.5306315
21668,5.324566
21669,3.6955025
21670,5.826271
21671,5.7788835
21672,5.248858
21673,6.3385067
21674,5.011807
21675,6.2397194
21676,6.6692376
21677,8.06487
21678,5.82272
21679,6.1880393
21680,6.5287848
21681,7.6497645
21682,6.5216713
21683,5.1822953
21684,6.73058
21685,7.7161098
21686,6.6678786
21687,5.8468213
21688,5.535275
21689,5.111286
21690,6.54423
21691,5.821555
21692,5.195537
21693,4.906897
21694,6.0202575
21695,5.360321
21696,5.7501674
21697,5.636936
21698,6.0515056
21699,6.343205
21700,5.9270563
21701,6.5909505
21702,6.3886027
21703,6.6684074
21704,5.639821
21705,7.0036755
21706,5.2226844
21707,5.763291
21708,6.1569304
21709,5.789693
21710,5.667943
21711,6.7306895
21712,6.7560735
21713,6.286039
21714,6.479753
21715,5.1581197
21716,7.8221464
21717,6.089907
21718,5.936548
21719,5.620273
21720,5.8588266
21721,6.3471913
21722,7.41493
21723,6.3293967
21724,4.541478
21725,5.1800137
21726,6.3884254
21727,6.427513
21728,6.938814
21729,6.3131976
21730,5.1520963
21731,6.1677165
21732,6.36545
21733,6.0814247
21734,6.1873746
21735,7.3982835
21736,3.5723221
21737,5.132603
21738,6.3526216
21739,5.630806
21740,4.39099
21741,6.5732565
21742,4.9523983
21743,5.248574
21744,4.5640798
21745,5.701875
21746,5.0344605
21747,6.0256233
21748,6.29594
21749,5.263073
21750,6.2829475
21751,6.602642
21752,3.9531798
21753,4.320358
21754,6.6196074
21755,6.199063
21756,5.6947427
21757,5.642959
21758,5.3844943
21759,6.3859243
21760,4.780795
21761,6.5246215
21762,6.0822535
21763,6.5441737
21764,3.4994807
21765,5.642451
21766,6.7963996
21767,6.6843977
21768,5.2209067
21769,6.0943956
21770,5.428874
21771,6.3430653
21772,5.767364
21773,6.4023485
21774,7.5920377
21775,5.30185
21776,6.637441
21777,5.764363
21778,5.4382443
21779,4.8791075
21780,6.5619826
21781,6.6963634
21782,6.168432
21783,5.1653876
21784,5.894717
21785,6.0319595
21786,6.9907413
21787,7.5920734
21788,6.91916
21789,6.1273565
21790,6.023305
21791,7.016163
21792,6.397121
21793,6.443902
21794,4.8851395
21795,5.7548685
21796,4.145936
21797,6.549324
21798,6.28584
21799,5.194901
21800,6.5797887
21801,6.3978353
21802,6.8781137
21803,6.321507
21804,4.49187
21805,6.0560284
21806,4.1652236
21807,6.8043485
21808,5.8325257
21809,6.2821817
21810,6.279492
21811,5.950164
21812,6.163067
21813,5.440376
21814,5.213723
21815,5.513165
21816,6.9310474
21817,5.049543
21818,6.715222
21819,4.61912
21820,6.121866
21821,4.020969
21822,4.5473933
21823,5.929517
21824,6.383145
21825,6.3808484
21826,6.3360367
21827,6.711552
21828,4.968303
21829,5.128101
21830,5.762053
21831,6.460181
21832,6.3889165
21833,6.0635395
21834,5.64858
21835,6.3075233
21836,5.191887
21837,6.239302
21838,5.822659
21839,5.595195
21840,6.229095
21841,6.3249626
21842,6.963873
21843,5.249628
21844,4.8706083
21845,6.7166586
21846,4.8175693
21847,5.869673
21848,6.306331
21849,5.9574733
21850,6.21613
21851,6.2350335
21852,6.3997736
21853,6.5193315
21854,7.061426
21855,4.756972
21856,5.994496
21857,4.574741
21858,6.952918
21859,5.579024
21860,5.9078755
21861,6.487664
21862,5.7420025
21863,4.1220365
21864,6.2610345
21865,6.0345917
21866,6.4925675
21867,5.691231
21868,6.4501677
21869,7.3595996
21870,7.1022816
21871,4.558796
21872,6.83746
21873,6.1457663
21874,5.617602
21875,5.493863
21876,5.9101233
21877,6.2821703
21878,6.6047993
21879,6.274569
21880,6.5820713
21881,6.495448
21882,6.3392286
21883,5.072216
21884,6.145976
21885,6.621174
21886,6.066087
21887,6.8047423
21888,5.2634983
21889,7.504663
21890,5.987453
21891,4.49904
21892,5.581392
21893,4.6404037
21894,6.915997
21895,6.243336
21896,5.2247677
21897,5.9498606
21898,5.9761896
21899,6.9015627
21900,6.364116
21901,6.074308
21902,7.439195
21903,5.906845
21904,5.052326
21905,5.799491
21906,5.3172655
21907,7.106166
21908,5.40343
21909,5.5486226
21910,6.654289
21911,6.328647
21912,6.232599
21913,3.781504
21914,6.054614
21915,6.855293
21916,6.0651345
21917,6.7699065
21918,6.287602
21919,6.0898204
21920,6.06677
21921,5.245826
21922,6.2535787
21923,6.4531574
21924,6.3991094
21925,7.118887
21926,5.796086
21927,6.569899
21928,5.510455
21929,6.220669
21930,5.638211
21931,6.6326046
21932,3.8212337
21933,7.6474586
21934,6.2952623
21935,4.535226
21936,6.031061
21937,6.433354
21938,5.420508
21939,6.0092225
21940,5.5574617
21941,5.9953938
21942,5.420026
21943,5.216894
21944,6.1479425
21945,6.993216
21946,4.9225245
21947,6.3134046
21948,6.1123705
21949,4.980446
21950,6.7163486
21951,8.373751
21952,4.1852703
21953,5.3199387
21954,6.358135
21955,5.640876
21956,5.452501
21957,5.06294
21958,6.74703
21959,6.1841273
21960,5.060603
21961,6.2022247
21962,5.785117
21963,6.8503866
21964,7.081512
21965,5.572564
21966,5.6860223
21967,6.1661
21968,7.1308775
21969,5.810469
21970,4.399351
21971,5.881887
21972,5.956259
21973,6.2003675
21974,4.821633
21975,6.3267045
21976,5.7437143
21977,5.19614
21978,5.748433
